,fname,width,slice
12147,file1001203.h5,372,19
12148,file1000863.h5,372,25
12149,file1001628.h5,372,7
12150,file1000968.h5,372,20
12151,file1000084.h5,372,28
12152,file1001628.h5,372,19
12153,file1002239.h5,372,15
12154,file1000237.h5,372,14
12155,file1000459.h5,372,16
12156,file1001193.h5,372,3
12157,file1000936.h5,372,15
12158,file1000176.h5,372,31
12159,file1001395.h5,372,14
22288,file1001383.h5,368,17
22289,file1001692.h5,368,13
22290,file1001528.h5,368,24
22291,file1000875.h5,368,14
22292,file1001468.h5,368,25
22293,file1002325.h5,368,39
22294,file1002474.h5,368,0
22295,file1002356.h5,368,10
22296,file1000947.h5,368,7
22297,file1000365.h5,368,37
22298,file1000691.h5,368,21
22299,file1002309.h5,368,10
22300,file1000089.h5,368,16
22301,file1001711.h5,368,9
22302,file1001942.h5,368,15
22303,file1002087.h5,368,34
6992,file1001478.h5,372,6
6993,file1000167.h5,372,15
6994,file1001360.h5,372,8
6995,file1000721.h5,372,18
6996,file1002459.h5,372,37
6997,file1000663.h5,372,30
6998,file1002054.h5,372,2
6999,file1000015.h5,372,7
7000,file1000662.h5,372,3
7001,file1000719.h5,372,4
7002,file1002459.h5,372,40
7003,file1001504.h5,372,32
7004,file1000449.h5,372,25
7005,file1001306.h5,372,33
7006,file1001544.h5,372,12
7007,file1002022.h5,372,2
24512,file1001671.h5,368,8
24513,file1001863.h5,368,0
24514,file1001692.h5,368,21
24515,file1001857.h5,368,24
24516,file1000180.h5,368,34
24517,file1000393.h5,368,34
24518,file1001642.h5,368,19
24519,file1000600.h5,368,16
24520,file1001401.h5,368,28
24521,file1002056.h5,368,12
24522,file1001048.h5,368,26
24523,file1000402.h5,368,5
24524,file1001969.h5,368,29
24525,file1001246.h5,368,32
24526,file1002352.h5,368,36
24527,file1000777.h5,368,3
33600,file1001385.h5,368,34
33601,file1001950.h5,368,37
33602,file1001205.h5,368,2
33603,file1001098.h5,368,20
33604,file1002069.h5,368,0
33605,file1002423.h5,368,19
33606,file1000365.h5,368,31
33607,file1001402.h5,368,14
33608,file1002087.h5,368,28
33609,file1001378.h5,368,7
33610,file1000296.h5,368,27
33611,file1001154.h5,368,19
33612,file1002379.h5,368,3
33613,file1001004.h5,368,25
33614,file1000452.h5,368,29
33615,file1001391.h5,368,13
32464,file1000539.h5,368,13
32465,file1000927.h5,368,0
32466,file1002541.h5,368,6
32467,file1001860.h5,368,10
32468,file1001285.h5,368,29
32469,file1001402.h5,368,27
32470,file1000605.h5,368,31
32471,file1002381.h5,368,4
32472,file1002492.h5,368,14
32473,file1001969.h5,368,16
32474,file1001285.h5,368,31
32475,file1000738.h5,368,12
32476,file1002388.h5,368,19
32477,file1000550.h5,368,10
32478,file1001004.h5,368,20
32479,file1001420.h5,368,12
15168,file1001372.h5,368,16
15169,file1001622.h5,368,28
15170,file1001545.h5,368,25
15171,file1000914.h5,368,30
15172,file1001982.h5,368,24
15173,file1002309.h5,368,3
15174,file1001378.h5,368,6
15175,file1002520.h5,368,20
15176,file1000208.h5,368,2
15177,file1001636.h5,368,21
15178,file1000626.h5,368,23
15179,file1000585.h5,368,37
15180,file1001410.h5,368,23
15181,file1002232.h5,368,16
15182,file1000090.h5,368,23
15183,file1001424.h5,368,18
22064,file1002492.h5,368,36
22065,file1001206.h5,368,8
22066,file1001092.h5,368,28
22067,file1000777.h5,368,10
22068,file1002333.h5,368,32
22069,file1000962.h5,368,38
22070,file1000999.h5,368,22
22071,file1001186.h5,368,32
22072,file1000249.h5,368,8
22073,file1001139.h5,368,0
22074,file1001470.h5,368,34
22075,file1001220.h5,368,7
22076,file1002208.h5,368,12
22077,file1002118.h5,368,23
22078,file1000023.h5,368,13
22079,file1000573.h5,368,11
26832,file1002363.h5,368,0
26833,file1000231.h5,368,31
26834,file1000094.h5,368,27
26835,file1000289.h5,368,3
26836,file1002096.h5,368,30
26837,file1001297.h5,368,27
26838,file1001092.h5,368,25
26839,file1001006.h5,368,0
26840,file1001200.h5,368,24
26841,file1002161.h5,368,22
26842,file1002232.h5,368,43
26843,file1002251.h5,368,22
26844,file1000207.h5,368,36
26845,file1001638.h5,368,17
26846,file1000045.h5,368,34
26847,file1000588.h5,368,14
2992,file1000250.h5,372,21
2993,file1002353.h5,372,28
2994,file1000994.h5,372,6
2995,file1002396.h5,372,7
2996,file1000300.h5,372,15
2997,file1000969.h5,372,17
2998,file1002256.h5,372,1
2999,file1000981.h5,372,29
3000,file1000315.h5,372,29
3001,file1001392.h5,372,17
3002,file1002175.h5,372,7
3003,file1002111.h5,372,4
3004,file1002475.h5,372,5
3005,file1001907.h5,372,32
3006,file1001677.h5,372,9
3007,file1000176.h5,372,10
29088,file1002041.h5,368,15
29089,file1000066.h5,368,11
29090,file1002024.h5,368,6
29091,file1002379.h5,368,11
29092,file1001941.h5,368,5
29093,file1002123.h5,368,9
29094,file1001673.h5,368,26
29095,file1001723.h5,368,20
29096,file1000181.h5,368,21
29097,file1000223.h5,368,31
29098,file1000794.h5,368,36
29099,file1001661.h5,368,23
29100,file1002066.h5,368,3
29101,file1000357.h5,368,15
29102,file1002089.h5,368,35
29103,file1001910.h5,368,17
30176,file1000256.h5,368,4
30177,file1002069.h5,368,6
30178,file1000023.h5,368,28
30179,file1000750.h5,368,4
30180,file1000716.h5,368,16
30181,file1000626.h5,368,24
30182,file1001391.h5,368,1
30183,file1000807.h5,368,34
30184,file1001878.h5,368,8
30185,file1000363.h5,368,30
30186,file1002004.h5,368,8
30187,file1001479.h5,368,11
30188,file1002030.h5,368,30
30189,file1002127.h5,368,15
30190,file1002041.h5,368,20
30191,file1001830.h5,368,32
9344,file1000005.h5,372,22
9345,file1000511.h5,372,3
9346,file1000198.h5,372,26
9347,file1001334.h5,372,25
9348,file1002241.h5,372,22
9349,file1001413.h5,372,1
9350,file1002485.h5,372,3
9351,file1001609.h5,372,32
9352,file1001675.h5,372,21
9353,file1001131.h5,372,29
9354,file1002139.h5,372,21
9355,file1002134.h5,372,17
9356,file1000185.h5,372,29
9357,file1001026.h5,372,29
9358,file1002128.h5,372,1
9359,file1001665.h5,372,3
7024,file1001475.h5,372,30
7025,file1002500.h5,372,24
7026,file1002495.h5,372,8
7027,file1000617.h5,372,4
7028,file1001967.h5,372,31
7029,file1000985.h5,372,4
7030,file1000070.h5,372,8
7031,file1000448.h5,372,3
7032,file1001963.h5,372,26
7033,file1001920.h5,372,14
7034,file1002012.h5,372,23
7035,file1000685.h5,372,0
7036,file1000490.h5,372,16
7037,file1001503.h5,372,24
7038,file1001920.h5,372,9
7039,file1001986.h5,372,25
30992,file1001134.h5,368,19
30993,file1001388.h5,368,28
30994,file1001629.h5,368,9
30995,file1000540.h5,368,0
30996,file1000045.h5,368,1
30997,file1001613.h5,368,27
30998,file1002133.h5,368,26
30999,file1001767.h5,368,12
31000,file1002099.h5,368,30
31001,file1001424.h5,368,25
31002,file1001033.h5,368,14
31003,file1002113.h5,368,21
31004,file1000390.h5,368,4
31005,file1000213.h5,368,24
31006,file1000540.h5,368,31
31007,file1000224.h5,368,27
22304,file1001420.h5,368,16
22305,file1002146.h5,368,19
22306,file1001033.h5,368,27
22307,file1000191.h5,368,39
22308,file1001857.h5,368,16
22309,file1001154.h5,368,12
22310,file1000481.h5,368,24
22311,file1000285.h5,368,22
22312,file1001425.h5,368,22
22313,file1002146.h5,368,12
22314,file1001388.h5,368,21
22315,file1002358.h5,368,28
22316,file1000640.h5,368,19
22317,file1001989.h5,368,31
22318,file1001814.h5,368,18
22319,file1001861.h5,368,31
2400,file1001646.h5,372,7
2401,file1000587.h5,372,9
2402,file1001875.h5,372,18
2403,file1000955.h5,372,3
2404,file1001960.h5,372,28
2405,file1000015.h5,372,33
2406,file1001588.h5,372,9
2407,file1002300.h5,372,21
2408,file1000425.h5,372,14
2409,file1000959.h5,372,16
2410,file1000088.h5,372,28
2411,file1000973.h5,372,20
2412,file1001541.h5,372,28
2413,file1000142.h5,372,31
2414,file1000587.h5,372,0
2415,file1001575.h5,372,29
16656,file1001692.h5,368,23
16657,file1000127.h5,368,26
16658,file1001134.h5,368,23
16659,file1001106.h5,368,24
16660,file1000213.h5,368,34
16661,file1000760.h5,368,36
16662,file1000762.h5,368,35
16663,file1001402.h5,368,11
16664,file1002334.h5,368,19
16665,file1000582.h5,368,20
16666,file1000261.h5,368,5
16667,file1002385.h5,368,14
16668,file1001528.h5,368,8
16669,file1002332.h5,368,40
16670,file1001605.h5,368,6
16671,file1001424.h5,368,24
10528,file1000301.h5,372,26
10529,file1000248.h5,372,7
10530,file1001393.h5,372,14
10531,file1000834.h5,372,16
10532,file1000298.h5,372,4
10533,file1001422.h5,372,0
10534,file1001575.h5,372,10
10535,file1002511.h5,372,32
10536,file1002335.h5,372,10
10537,file1000248.h5,372,26
10538,file1000824.h5,372,10
10539,file1001745.h5,372,5
10540,file1001373.h5,372,3
10541,file1000200.h5,372,3
10542,file1000959.h5,372,12
10543,file1001203.h5,372,2
34448,file1002545.h5,320,15
34449,file1001666.h5,320,0
34450,file1000801.h5,320,5
34451,file1002044.h5,320,24
34452,file1000801.h5,320,8
34453,file1002000.h5,320,14
34454,file1001387.h5,320,21
34455,file1001773.h5,320,20
34456,file1001387.h5,320,28
34457,file1001773.h5,320,1
34458,file1002000.h5,320,15
34459,file1002000.h5,320,22
34460,file1001387.h5,320,5
34461,file1001666.h5,320,23
34462,file1002044.h5,320,25
34463,file1001666.h5,320,25
3872,file1002171.h5,372,30
3873,file1001236.h5,372,15
3874,file1001588.h5,372,36
3875,file1002485.h5,372,13
3876,file1000865.h5,372,9
3877,file1000833.h5,372,3
3878,file1000583.h5,372,11
3879,file1000662.h5,372,22
3880,file1001001.h5,372,2
3881,file1001422.h5,372,9
3882,file1002139.h5,372,22
3883,file1001422.h5,372,19
3884,file1001799.h5,372,10
3885,file1002186.h5,372,23
3886,file1000301.h5,372,11
3887,file1001523.h5,372,19
4960,file1000709.h5,372,10
4961,file1000081.h5,372,28
4962,file1001494.h5,372,21
4963,file1000639.h5,372,2
4964,file1002023.h5,372,16
4965,file1001775.h5,372,13
4966,file1002376.h5,372,27
4967,file1002238.h5,372,4
4968,file1000075.h5,372,29
4969,file1001912.h5,372,0
4970,file1001214.h5,372,5
4971,file1000198.h5,372,32
4972,file1000123.h5,372,13
4973,file1002153.h5,372,30
4974,file1001722.h5,372,19
4975,file1002509.h5,372,33
17264,file1002093.h5,368,40
17265,file1002014.h5,368,5
17266,file1002234.h5,368,33
17267,file1001656.h5,368,8
17268,file1002532.h5,368,22
17269,file1000245.h5,368,32
17270,file1000882.h5,368,28
17271,file1002273.h5,368,35
17272,file1001424.h5,368,9
17273,file1001830.h5,368,34
17274,file1002357.h5,368,21
17275,file1002098.h5,368,12
17276,file1002352.h5,368,34
17277,file1002050.h5,368,18
17278,file1000550.h5,368,4
17279,file1001382.h5,368,13
13920,file1001511.h5,338,15
13921,file1002233.h5,338,16
13922,file1002088.h5,338,25
13923,file1001511.h5,338,3
13924,file1000569.h5,338,12
13925,file1002233.h5,338,31
13926,file1000569.h5,338,10
13927,file1002088.h5,338,15
13928,file1001511.h5,338,30
13929,file1000569.h5,338,18
13930,file1000569.h5,338,20
13931,file1002088.h5,338,12
13932,file1001511.h5,338,20
13933,file1002088.h5,338,27
13934,file1000569.h5,338,31
13935,file1002233.h5,338,12
5424,file1001920.h5,372,6
5425,file1002186.h5,372,10
5426,file1000342.h5,372,0
5427,file1002239.h5,372,12
5428,file1000418.h5,372,24
5429,file1002239.h5,372,20
5430,file1001690.h5,372,8
5431,file1002194.h5,372,12
5432,file1002542.h5,372,6
5433,file1001360.h5,372,30
5434,file1000529.h5,372,29
5435,file1001519.h5,372,5
5436,file1001870.h5,372,26
5437,file1000734.h5,372,24
5438,file1000459.h5,372,4
5439,file1000988.h5,372,1
208,file1001628.h5,372,15
209,file1001698.h5,372,23
210,file1001572.h5,372,22
211,file1000298.h5,372,1
212,file1002247.h5,372,5
213,file1000880.h5,372,26
214,file1002054.h5,372,13
215,file1001721.h5,372,33
216,file1001523.h5,372,32
217,file1001437.h5,372,24
218,file1001745.h5,372,1
219,file1001478.h5,372,16
220,file1000863.h5,372,29
221,file1000200.h5,372,36
222,file1000988.h5,372,13
223,file1002537.h5,372,9
12416,file1000936.h5,372,7
12417,file1000734.h5,372,28
12418,file1000378.h5,372,18
12419,file1000880.h5,372,10
12420,file1001071.h5,372,4
12421,file1002054.h5,372,19
12422,file1001037.h5,372,4
12423,file1001071.h5,372,17
12424,file1000755.h5,372,1
12425,file1001783.h5,372,12
12426,file1000205.h5,372,33
12427,file1001478.h5,372,22
12428,file1000205.h5,372,31
12429,file1000032.h5,372,5
12430,file1000381.h5,372,8
12431,file1001935.h5,372,12
31056,file1001498.h5,368,24
31057,file1001116.h5,368,18
31058,file1001758.h5,368,19
31059,file1000331.h5,368,32
31060,file1002532.h5,368,24
31061,file1000475.h5,368,23
31062,file1001300.h5,368,20
31063,file1002471.h5,368,1
31064,file1000830.h5,368,10
31065,file1000410.h5,368,33
31066,file1000508.h5,368,6
31067,file1002437.h5,368,8
31068,file1000180.h5,368,0
31069,file1001521.h5,368,23
31070,file1001491.h5,368,13
31071,file1001228.h5,368,0
21632,file1002234.h5,368,32
21633,file1001498.h5,368,1
21634,file1001623.h5,368,21
21635,file1002361.h5,368,14
21636,file1000231.h5,368,24
21637,file1001973.h5,368,4
21638,file1000947.h5,368,36
21639,file1001526.h5,368,31
21640,file1001659.h5,368,1
21641,file1002269.h5,368,28
21642,file1002399.h5,368,11
21643,file1001042.h5,368,39
21644,file1000191.h5,368,23
21645,file1000100.h5,368,3
21646,file1002456.h5,368,11
21647,file1002374.h5,368,25
3968,file1001731.h5,372,18
3969,file1000199.h5,372,21
3970,file1000821.h5,372,20
3971,file1002111.h5,372,32
3972,file1001580.h5,372,21
3973,file1002561.h5,372,31
3974,file1001334.h5,372,14
3975,file1001051.h5,372,14
3976,file1000715.h5,372,28
3977,file1000315.h5,372,14
3978,file1001646.h5,372,31
3979,file1001731.h5,372,16
3980,file1002500.h5,372,8
3981,file1000420.h5,372,12
3982,file1001169.h5,372,17
3983,file1001161.h5,372,14
21552,file1000695.h5,368,20
21553,file1001561.h5,368,0
21554,file1000850.h5,368,11
21555,file1000836.h5,368,9
21556,file1000059.h5,368,37
21557,file1001615.h5,368,19
21558,file1000057.h5,368,12
21559,file1000743.h5,368,21
21560,file1001711.h5,368,18
21561,file1002073.h5,368,33
21562,file1000790.h5,368,7
21563,file1002474.h5,368,8
21564,file1002374.h5,368,22
21565,file1001285.h5,368,27
21566,file1000967.h5,368,28
21567,file1001319.h5,368,0
31984,file1002449.h5,368,11
31985,file1001470.h5,368,6
31986,file1002423.h5,368,16
31987,file1002325.h5,368,31
31988,file1001176.h5,368,16
31989,file1002505.h5,368,6
31990,file1002201.h5,368,29
31991,file1000558.h5,368,39
31992,file1001355.h5,368,21
31993,file1001949.h5,368,16
31994,file1001623.h5,368,28
31995,file1001176.h5,368,2
31996,file1002132.h5,368,33
31997,file1001402.h5,368,9
31998,file1000249.h5,368,37
31999,file1001319.h5,368,11
17072,file1002356.h5,368,30
17073,file1000794.h5,368,8
17074,file1000289.h5,368,18
17075,file1002050.h5,368,31
17076,file1000064.h5,368,16
17077,file1001945.h5,368,10
17078,file1001189.h5,368,20
17079,file1000285.h5,368,4
17080,file1002189.h5,368,34
17081,file1000249.h5,368,30
17082,file1000029.h5,368,18
17083,file1000884.h5,368,1
17084,file1001600.h5,368,9
17085,file1001728.h5,368,21
17086,file1000148.h5,368,9
17087,file1000003.h5,368,30
32544,file1002293.h5,368,20
32545,file1001758.h5,368,33
32546,file1002471.h5,368,0
32547,file1000408.h5,368,24
32548,file1000485.h5,368,7
32549,file1000489.h5,368,2
32550,file1000383.h5,368,13
32551,file1000643.h5,368,39
32552,file1000363.h5,368,28
32553,file1001029.h5,368,16
32554,file1001864.h5,368,29
32555,file1001632.h5,368,6
32556,file1002154.h5,368,4
32557,file1001540.h5,368,9
32558,file1002273.h5,368,28
32559,file1001860.h5,368,5
27664,file1002208.h5,368,0
27665,file1002462.h5,368,15
27666,file1000233.h5,368,4
27667,file1001732.h5,368,18
27668,file1001246.h5,368,6
27669,file1001605.h5,368,28
27670,file1000003.h5,368,24
27671,file1000627.h5,368,28
27672,file1000330.h5,368,35
27673,file1000750.h5,368,1
27674,file1001905.h5,368,6
27675,file1001832.h5,368,15
27676,file1001656.h5,368,31
27677,file1002532.h5,368,4
27678,file1001183.h5,368,32
27679,file1001259.h5,368,31
9408,file1000566.h5,372,16
9409,file1001572.h5,372,26
9410,file1001690.h5,372,7
9411,file1001722.h5,372,15
9412,file1002171.h5,372,7
9413,file1000315.h5,372,9
9414,file1000509.h5,372,20
9415,file1001449.h5,372,15
9416,file1000863.h5,372,5
9417,file1001688.h5,372,27
9418,file1001147.h5,372,22
9419,file1000300.h5,372,28
9420,file1001544.h5,372,14
9421,file1001413.h5,372,25
9422,file1001915.h5,372,3
9423,file1001003.h5,372,28
21376,file1000627.h5,368,1
21377,file1002481.h5,368,27
21378,file1000485.h5,368,28
21379,file1001048.h5,368,13
21380,file1002368.h5,368,23
21381,file1001285.h5,368,30
21382,file1001468.h5,368,12
21383,file1001630.h5,368,2
21384,file1002357.h5,368,31
21385,file1000883.h5,368,22
21386,file1001006.h5,368,16
21387,file1002264.h5,368,14
21388,file1001767.h5,368,2
21389,file1001402.h5,368,34
21390,file1001155.h5,368,7
21391,file1000716.h5,368,20
17360,file1002456.h5,368,7
17361,file1000236.h5,368,5
17362,file1001931.h5,368,10
17363,file1002133.h5,368,11
17364,file1000100.h5,368,32
17365,file1000384.h5,368,18
17366,file1000089.h5,368,22
17367,file1002298.h5,368,20
17368,file1000807.h5,368,16
17369,file1001029.h5,368,13
17370,file1001742.h5,368,31
17371,file1000351.h5,368,14
17372,file1001183.h5,368,9
17373,file1000039.h5,368,26
17374,file1000485.h5,368,2
17375,file1000489.h5,368,16
31680,file1002361.h5,368,24
31681,file1002449.h5,368,27
31682,file1000111.h5,368,1
31683,file1002385.h5,368,37
31684,file1000850.h5,368,15
31685,file1002492.h5,368,17
31686,file1002087.h5,368,24
31687,file1002444.h5,368,35
31688,file1002332.h5,368,6
31689,file1001004.h5,368,12
31690,file1000208.h5,368,20
31691,file1000170.h5,368,18
31692,file1002357.h5,368,17
31693,file1001945.h5,368,16
31694,file1001061.h5,368,13
31695,file1000221.h5,368,31
22944,file1000120.h5,368,20
22945,file1000753.h5,368,2
22946,file1000127.h5,368,9
22947,file1000633.h5,368,37
22948,file1001304.h5,368,3
22949,file1001891.h5,368,29
22950,file1001385.h5,368,2
22951,file1000461.h5,368,26
22952,file1001206.h5,368,31
22953,file1002151.h5,368,35
22954,file1002132.h5,368,34
22955,file1002071.h5,368,7
22956,file1000499.h5,368,22
22957,file1001382.h5,368,9
22958,file1001383.h5,368,0
22959,file1000115.h5,368,14
9600,file1000185.h5,372,3
9601,file1001392.h5,372,16
9602,file1001685.h5,372,8
9603,file1001902.h5,372,32
9604,file1002185.h5,372,16
9605,file1000129.h5,372,2
9606,file1002262.h5,372,14
9607,file1002012.h5,372,33
9608,file1000123.h5,372,19
9609,file1000896.h5,372,5
9610,file1001379.h5,372,34
9611,file1001185.h5,372,34
9612,file1001485.h5,372,4
9613,file1001478.h5,372,20
9614,file1001037.h5,372,33
9615,file1000501.h5,372,21
26368,file1002334.h5,368,35
26369,file1002041.h5,368,26
26370,file1001699.h5,368,23
26371,file1002093.h5,368,36
26372,file1001941.h5,368,15
26373,file1001615.h5,368,31
26374,file1000402.h5,368,8
26375,file1001526.h5,368,14
26376,file1001561.h5,368,15
26377,file1000518.h5,368,2
26378,file1002381.h5,368,6
26379,file1001830.h5,368,29
26380,file1000819.h5,368,21
26381,file1002492.h5,368,19
26382,file1001391.h5,368,28
26383,file1001985.h5,368,6
19360,file1001014.h5,368,25
19361,file1000339.h5,368,38
19362,file1000365.h5,368,18
19363,file1001520.h5,368,32
19364,file1000120.h5,368,18
19365,file1001468.h5,368,19
19366,file1002099.h5,368,34
19367,file1001927.h5,368,25
19368,file1002287.h5,368,17
19369,file1001114.h5,368,8
19370,file1001372.h5,368,7
19371,file1002166.h5,368,1
19372,file1000256.h5,368,22
19373,file1002228.h5,368,14
19374,file1001931.h5,368,32
19375,file1001973.h5,368,2
21120,file1001036.h5,368,0
21121,file1002352.h5,368,11
21122,file1001459.h5,368,17
21123,file1001257.h5,368,21
21124,file1002296.h5,368,28
21125,file1002118.h5,368,24
21126,file1000728.h5,368,27
21127,file1000962.h5,368,2
21128,file1001973.h5,368,11
21129,file1000742.h5,368,35
21130,file1002568.h5,368,25
21131,file1000029.h5,368,10
21132,file1002251.h5,368,18
21133,file1000627.h5,368,4
21134,file1002416.h5,368,32
21135,file1001710.h5,368,7
11440,file1000919.h5,372,5
11441,file1001523.h5,372,10
11442,file1002023.h5,372,12
11443,file1001811.h5,372,16
11444,file1002134.h5,372,1
11445,file1000784.h5,372,10
11446,file1002203.h5,372,4
